timestamp	mentee_current	mentee_current_summary	mentee_then	mentor_then	discipline	mentee_gender	mentor_gender	country	mentee_minority	mentor_minority	experience_with_mentor	mentor_seen_by_colleagues	mentor_num_trainees	mentor_mentee_meeting_time	mentee_experience_was_common	mentee_experience_was_common_summary	mentee_influence_on_project	mentor_awareness_on_shortcomings	mentor_awareness_on_shortcomings_summary	mentor_awareness_on_strengths	mentor_awareness_on_strengths_summary	mentor_asking_feedback	mentor_has_ever_asked_feedback	mentor_makes_easy_mentees_to_raise_concerns	mentor_makes_easy_mentees_to_raise_concerns_summary	code_of_conduct
5/11/2021 9:18:22	Assistant Prof	Academic (Non-ECR)	Postdoc	Full Prof	Life Sciences	Man	Man	Finland	No	No	3	Considered good	10-15	About an hour a week	2	Specific to few	4	4	Not Aware	4	Not Aware	Never	No	2	Made it difficult	No
5/11/2021 9:20:03	Postdoc	Academic (ECR)	Postdoc	Full Prof	Life Sciences	Woman	Man	Sweden	Yes	No	4	Considered good	5-10	Less than an hour a week	3		4	3	Neutral	3	Neutral	Once every few years	Yes	3	Neutral	No
5/11/2021 9:33:22	Postdoc	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Woman	United States	No	No	2	Considered good	<5	About an hour a week	4	Common to most	5	3	Neutral	3	Neutral	Every year	Yes	1	Made it difficult	No
5/11/2021 9:48:04	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Man	Man	India	No	No	3	Considered good	10-15	Less than an hour a week	4	Common to most	2	4	Not Aware	4	Not Aware	Never	No	2	Made it difficult	No
5/11/2021 9:56:43	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Man	Germany	Yes	No	4	Considered good	5-10	Less than an hour a week	4	Common to most	3	4	Not Aware	3	Neutral	Once every few years	Yes	3	Neutral	No
5/11/2021 9:57:48	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Woman	Canada	No	No	4	Not considered good	5-10	Less than an hour a week	5	Common to most	3	4	Not Aware	1	Aware	Never	No	3	Neutral	Yes
5/12/2021 0:03:11	working in industry	Non-Academic	Grad student	Full Prof	Applied Sciences	Man	Man	Belgium	No	No	5	Considered good	<5	About an hour a week	5	Common to most	4	1	Aware	1	Aware	Once every few years	Yes	2	Made it difficult	No
5/12/2021 0:37:38	Postdoc	Academic (ECR)	Postdoc	Assistant Prof	Life Sciences	Woman	Woman	United States	Yes	No	3	Not considered good	5-10	Less than an hour a week	5	Common to most	2	2	Aware	4	Not Aware	Never	No	2	Made it difficult	No
5/12/2021 10:00:53	Postdoc	Academic (ECR)	Postdoc	Associate Prof	Life Sciences	Woman	Man	United Kingdom	No	Yes	1	Not considered good	5-10	Less than an hour a week	2	Specific to few	2	5	Not Aware	5	Not Aware	Never	No	1	Made it difficult	No
5/12/2021 10:15:53	Assistant Prof	Academic (Non-ECR)	Postdoc	Associate Prof	Life Sciences	Man	Man	United States	Yes	No	4	Considered good	10-15	About an hour a week	4	Common to most	4	2	Aware	2	Aware	Once every few years	Yes	4	Made it easy	Yes
5/12/2021 10:16:11	Postdoc	Academic (ECR)	Postdoc	Full Prof	Life Sciences	Woman	Man	United Kingdom	Yes	No	5	Considered good	<5	About an hour a week	5	Common to most	5	2	Aware	4	Not Aware	Never	No	4	Made it easy	No
5/12/2021 11:41:19	Postdoc	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Woman	United States	No	No	1	Not considered good	<5	About an hour a week	2	Specific to few	3	3	Neutral	3	Neutral	Never	No	1	Made it difficult	Yes
5/12/2021 11:52:28	Other	Non-Academic	Postdoc	Assistant Prof	Life Sciences	Man	Man	United States	No	No	1	Considered good	<5	More than two hours a week	2	Specific to few	2	4	Not Aware	4	Not Aware	Never	No	2	Made it difficult	No
5/12/2021 11:52:52	Grad student	Academic (ECR)	Grad student	Associate Prof	Life Sciences	Woman	Woman	United States	Yes	No	5	Considered good	5-10	About an hour a week	4	Common to most	3	4	Not Aware	4	Not Aware	Once every few years	Yes	3	Neutral	No
5/12/2021 11:56:08	Assistant Prof	Academic (Non-ECR)	Postdoc	Assistant Prof	Life Sciences	Man	Man	United States	No	Yes	4	Considered good	>15	Less than an hour a week	3		4	3	Neutral	3	Neutral	Never	No	4	Made it easy	No
5/12/2021 11:56:09	Assistant Prof	Academic (Non-ECR)	Grad student	Assistant Prof	Life Sciences	Man	Woman	United States	No	Yes	5	Considered good	5-10	About an hour a week	4	Common to most	5	4	Not Aware	4	Not Aware	Once every few years	Yes	5	Made it easy	No
5/12/2021 11:57:01	Postdoc	Academic (ECR)	Postdoc	Full Prof	Life Sciences	Man	Woman	United States	No	Yes	5	Considered good	<5	About an hour a week	5	Common to most	3	2	Aware	2	Aware	Once every few years	Yes	5	Made it easy	No
5/12/2021 12:03:22	Assistant Prof	Academic (Non-ECR)	Postdoc	Full Prof	Life Sciences	Man	Man	United States	No	No	1	Considered good	>15	About an hour a week	5	Common to most	1	5	Not Aware	5	Not Aware	Never	No	1	Made it difficult	No
5/12/2021 12:11:53	Postdoc	Academic (ECR)	Postdoc	Assistant Prof	Life Sciences	Woman	Woman	United States	Yes	No	4	Considered good	5-10	About an hour a week	5	Common to most	3	2	Aware	2	Aware	Never	No	5	Made it easy	No
5/12/2021 12:24:41	Postdoc	Academic (ECR)	Postdoc	Assistant Prof	Life Sciences	Man	Queer / Non-conforming	Germany	Yes	No	4	Considered good	5-10	Less than an hour a week	4	Common to most	3	4	Not Aware	3	Neutral	Once every few years	Yes	2	Made it difficult	No
5/12/2021 12:32:17	Grad student	Academic (ECR)	Grad student	Full Prof	Life Sciences	Man	Woman	Canada	No	Yes	1	Not considered good	>15	Less than an hour a week	2	Specific to few	3	4	Not Aware	1	Aware	Never	No	1	Made it difficult	No
5/12/2021 12:35:21	Postdoc	Academic (ECR)	Grad student	Full Prof	Life Sciences	Woman	Man	Sweden	No	No	4	Considered good	5-10	About an hour a week	4	Common to most	4	2	Aware	2	Aware	Never	No	4	Made it easy	No
5/12/2021 12:41:51	Assistant Prof	Academic (Non-ECR)	Postdoc	Full Prof	Life Sciences	Woman	Man	United States	Yes	Yes	4	Considered good	5-10	About an hour a week	3		4	2	Aware	3	Neutral	Every year	Yes	3	Neutral	Yes
5/12/2021 12:46:23	Assistant Prof	Academic (Non-ECR)	Grad student	Full Prof	Life Sciences	Woman	Man	United States	Yes	No	5	Considered good	<5	More than two hours a week	4	Common to most	5	4	Not Aware	4	Not Aware	Never	No	4	Made it easy	No
5/12/2021 12:51:40	Assistant Prof	Academic (Non-ECR)	Postdoc	Associate Prof	Life Sciences	Man	Man	United States	No	No	1	Considered good	10-15	About an hour a week	5	Common to most	3	5	Not Aware	1	Aware	Never	No	1	Made it difficult	No
5/12/2021 13:06:14	Postdoc	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Man	Woman	Chile	No	No	5	Considered good	5-10	About an hour a week	4	Common to most	4	2	Aware	2	Aware	Every year	Yes	5	Made it easy	No
5/12/2021 13:21:07	Other	Non-Academic	Postdoc	Associate Prof	Life Sciences	Woman	Man	Singapore	No	No	2	No comment	5-10	Less than an hour a week	5	Common to most	3	4	Not Aware	4	Not Aware	Never	No	2	Made it difficult	No
5/12/2021 13:35:14	Assistant Prof	Academic (Non-ECR)	Postdoc	Full Prof	Life Sciences	Woman	Woman	United States	No	No	2	Considered good	10-15	Less than an hour a week	4	Common to most	3	5	Not Aware	3	Neutral	Never	No	1	Made it difficult	No
5/12/2021 14:12:05	Postdoc	Academic (ECR)	Postdoc	Full Prof	Life Sciences	Woman	Man	Germany	No	No	2	Considered good	5-10	Less than an hour a week	2	Specific to few	5	5	Not Aware	3	Neutral	Never	No	3	Neutral	No
5/12/2021 14:26:58	Grad student	Academic (ECR)	Grad student	Associate Prof	Life Sciences	Woman	Man	United States	No	No	4	Considered good	<5	About an hour a week	3		4	2	Aware	3	Neutral	Once every few years	Yes	4	Made it easy	No
5/12/2021 14:40:55	Assistant Prof	Academic (Non-ECR)	Postdoc	Full Prof	Life Sciences	Man	Man	United States	No	No	5	Considered good	5-10	About two hours a week	5	Common to most	5	2	Aware	2	Aware	Once every few years	Yes	4	Made it easy	No
5/12/2021 14:44:59	Grad student	Academic (ECR)	Grad student	Full Prof	Life Sciences	Woman	Woman	United States	No	No	3	Considered good	<5	About an hour a week	1	Specific to few	5	3	Neutral	3	Neutral	Never	No	2	Made it difficult	No
5/12/2021 15:17:01	Assistant Prof	Academic (Non-ECR)	Grad student	Full Prof	Physical Sciences	Woman	Man	United States	No	No	4	Considered good	5-10	About an hour a week	3		3	3	Neutral	3	Neutral	Never	No	2	Made it difficult	No
5/12/2021 15:21:44	Postdoc	Academic (ECR)	Postdoc	Full Prof	Life Sciences	Woman	Woman	United States	No	No	3	Considered good	>15	Less than an hour a week	3		3	5	Not Aware	4	Not Aware	Never	No	2	Made it difficult	Yes
5/12/2021 15:33:46	Grad student	Academic (ECR)	Grad student	Full Prof	Life Sciences	Woman	Woman	The Netherlands	Yes	Yes	3	Considered good	10-15	Less than an hour a week	3		3	3	Neutral	3	Neutral	Once every few years	Yes	1	Made it difficult	No
5/12/2021 15:35:36	Grad student	Academic (ECR)	Grad student	Full Prof	Life Sciences	Woman	Woman	United States	No	No	3	Considered good	>15	Less than an hour a week	1	Specific to few	2	4	Not Aware	1	Aware	Never	No	2	Made it difficult	No
5/12/2021 16:16:20	Other	Non-Academic	Postdoc	Full Prof	Life Sciences	Man	Man	United States	No	Yes	5	Considered good	<5	About two hours a week	5	Common to most	4	2	Aware	1	Aware	Once every few years	Yes	5	Made it easy	Yes
5/12/2021 16:36:08	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Woman	United States	No	No	3	No comment	5-10	About an hour a week	3		5	4	Not Aware	4	Not Aware	Never	No	1	Made it difficult	Yes
5/12/2021 17:26:13	Postdoc	Academic (ECR)	Grad student	Associate Prof	Life Sciences	Man	Man	United States	No	No	5	Considered good	5-10	About two hours a week	5	Common to most	4	3	Neutral	2	Aware	Every year	Yes	4	Made it easy	Yes
5/12/2021 17:47:44	Postdoc	Academic (ECR)	Postdoc	Assistant Prof	Life Sciences	Woman	Woman	United States	No	No	2	Considered good	<5	About an hour a week	5	Common to most	3	3	Neutral	4	Not Aware	Never	No	1	Made it difficult	No
5/12/2021 17:50:21	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Woman	United States	Yes	Yes	1	Considered good	<5	Less than an hour a week	4	Common to most	1	3	Neutral	3	Neutral	Never	No	1	Made it difficult	No
5/12/2021 18:25:50	Postdoc	Academic (ECR)	Postdoc	Assistant Prof	Life Sciences	Woman	Man	United Kingdom	No	No	4	Considered good	<5	About an hour a week	5	Common to most	3	3	Neutral	3	Neutral	Never	No	2	Made it difficult	No
5/12/2021 18:55:20	Postdoc	Academic (ECR)	Postdoc	Assistant Prof	Life Sciences	Woman	Man	United States	Yes	No	2	Not considered good	<5	About an hour a week	5	Common to most	2	3	Neutral	3	Neutral	Once every few years	Yes	2	Made it difficult	No
5/12/2021 1:33:56	Grad student	Academic (ECR)	Grad student	Assistant Prof	Applied Sciences	Man	Man	Turkey	No	No	5	Considered good	10-15	About an hour a week	5	Common to most	4	5	Not Aware	4	Not Aware	Never	No	3	Neutral	No
5/12/2021 1:52:40	Other	Non-Academic	Assistant Prof	Assistant Prof	Life Sciences	Man	Woman	Turkey	No	No	4	Considered good	5-10	About an hour a week	4	Common to most	3	4	Not Aware	4	Not Aware	Once every few years	Yes	3	Neutral	No
5/12/2021 20:21:54	Postdoc	Academic (ECR)	Grad student	Associate Prof	Life Sciences	Man	Woman	Chile	Yes	No	3	Not considered good	10-15	More than two hours a week	1	Specific to few	4	5	Not Aware	3	Neutral	Never	No	2	Made it difficult	No
5/12/2021 22:32:08	working in industry	Non-Academic	Grad student	Associate Prof	Life Sciences	Woman	Man	Finland	Yes	No	5	Considered good	5-10	About an hour a week	2	Specific to few	5	3	Neutral	3	Neutral	Every year	Yes	3	Neutral	Yes
5/12/2021 23:30:53	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Man	India	No	No	5	Considered good	<5	About two hours a week	5	Common to most	3	3	Neutral	5	Not Aware	Never	No	1	Made it difficult	No
5/12/2021 3:07:12	Assistant Prof	Academic (Non-ECR)	Assistant Prof	Full Prof	Life Sciences	Man	Woman	Germany	No	No	2	Considered good	5-10	Less than an hour a week	4	Common to most	4	3	Neutral	2	Aware	Never	No	1	Made it difficult	No
5/12/2021 4:03:48	Assistant Prof	Academic (Non-ECR)	Grad student	Full Prof	Life Sciences	Woman	Man	Indonesia	No	No	5	Considered good	>15	Less than an hour a week	5	Common to most	5	5	Not Aware	5	Not Aware	Never	No	5	Made it easy	Yes
5/12/2021 5:36:31	Assistant Prof	Academic (Non-ECR)	Grad student	Associate Prof	Social Sciences	Woman	Man	United Kingdom	No	No	5	Considered good	<5	About an hour a week	3		4	2	Aware	2	Aware	Every year	Yes	5	Made it easy	Yes
5/12/2021 6:30:23	Assistant Prof	Academic (Non-ECR)	Postdoc	Full Prof	Life Sciences	Woman	Woman	United States	Yes	No	5	Considered good	10-15	About an hour a week	2	Specific to few	4	3	Neutral	2	Aware	Never	No	3	Neutral	No
5/12/2021 8:17:04	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Man	Italy	No	No	4	Considered good	5-10	About an hour a week	2	Specific to few	2	5	Not Aware	5	Not Aware	Never	No	1	Made it difficult	No
5/12/2021 9:18:02	Assistant Prof	Academic (Non-ECR)	Postdoc	Full Prof	Life Sciences	Woman	Woman	Germany	No	No	3	Considered good	>15	Less than an hour a week	5	Common to most	4	5	Not Aware	3	Neutral	Never	No	1	Made it difficult	No
5/12/2021 9:34:58	Postdoc	Academic (ECR)	Grad student	Full Prof	Life Sciences	Woman	Man	Greece	No	No	3	Considered good	<5	Less than an hour a week	5	Common to most	5	4	Not Aware	2	Aware	Never	No	2	Made it difficult	No
5/12/2021 9:47:44	Grad student	Academic (ECR)	Assistant Prof	Associate Prof	Physical Sciences	Woman	Woman	United States	Yes	No	5	Considered good	<5	About an hour a week	2	Specific to few	4	2	Aware	2	Aware	Once every few years	Yes	3	Neutral	Yes
5/12/2021 9:55:20	Postdoc	Academic (ECR)	Grad student	Associate Prof	Life Sciences	Woman	Man	United States	Yes	No	4	Considered good	5-10	About two hours a week	4	Common to most	5	2	Aware	1	Aware	Every year	Yes	4	Made it easy	No
5/13/2021 0:35:21	Grad student	Academic (ECR)	Grad student	Associate Prof	Formal Sciences	Man	Man	India	No	No	3	Considered good	<5	About an hour a week	4	Common to most	5	4	Not Aware	4	Not Aware	Never	No	1	Made it difficult	No
5/13/2021 12:47:20	Postdoc	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Man	United States	No	No	4	Considered good	5-10	About an hour a week	4	Common to most	3	2	Aware	3	Neutral	Every year	Yes	5	Made it easy	No
5/13/2021 21:15:15	Postdoc	Academic (ECR)	Grad student	Associate Prof	Life Sciences	Woman	Woman	United States	Yes	No	4	Considered good	<5	About an hour a week	2	Specific to few	5	4	Not Aware	2	Aware	Never	No	5	Made it easy	No
5/13/2021 2:33:29	Grad student	Academic (ECR)	Grad student	Associate Prof	Life Sciences	Man	Man	Greece	No	No	4	Considered good	<5	Less than an hour a week	5	Common to most	4	4	Not Aware	4	Not Aware	Once every few years	Yes	3	Neutral	No
5/13/2021 3:38:59	Assistant Prof	Academic (Non-ECR)	Postdoc	Associate Prof	Life Sciences	Woman	Man	Austria	No	No	4	Considered good	<5	About two hours a week	2	Specific to few	4	5	Not Aware	5	Not Aware	Never	No	1	Made it difficult	No
5/13/2021 4:06:33	Postdoc	Academic (ECR)	Grad student	Assistant Prof	Physical Sciences	Woman	Man	Germany	Yes	No	4	Considered good	5-10	Less than an hour a week	2	Specific to few	5	4	Not Aware	1	Aware	Never	No	2	Made it difficult	No
5/13/2021 4:11:03	Non-ECR academic	Academic (Non-ECR)	Grad student	Full Prof	Life Sciences	Man	Woman	Australia	No	No	1	Considered good	5-10	Less than an hour a week	4	Common to most	1	5	Not Aware	3	Neutral	Never	No	1	Made it difficult	No
5/13/2021 4:41:57	Postdoc	Academic (ECR)	Assistant Prof	Full Prof	Physical Sciences	Man	Man	France	No	No	5	Considered good	<5	About two hours a week	4	Common to most	4	3	Neutral	2	Aware	Every year	Yes	4	Made it easy	No
5/13/2021 7:08:35	Postdoc	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Woman	Spain	No	No	4	Considered good	<5	More than two hours a week	3		3	4	Not Aware	5	Not Aware	Every year	Yes	2	Made it difficult	No
5/13/2021 8:09:01	Postdoc	Academic (ECR)	Postdoc	Full Prof	Life Sciences	Man	Man	Singapore	Yes	Yes	4	Considered good	<5	Less than an hour a week	3		4	4	Not Aware	4	Not Aware	Never	No	2	Made it difficult	Yes
5/13/2021 8:29:41	Other	Non-Academic	Grad student	Full Prof	Life Sciences	Woman	Woman	United States	No	No	5	Considered good	5-10	More than two hours a week	5	Common to most	4	1	Aware	1	Aware	Every year	Yes	5	Made it easy	No
5/13/2021 8:38:41	Other	Non-Academic	Postdoc	Full Prof	Life Sciences	Woman	Woman	Australia	No	No	1	No comment	5-10	About two hours a week	1	Specific to few	3	5	Not Aware	4	Not Aware	Never	No	1	Made it difficult	No
5/13/2021 9:30:05	Grad student	Academic (ECR)	Grad student	Full Prof	Life Sciences	Woman	Woman	United States	No	No	5	Considered good	5-10	Less than an hour a week	5	Common to most	3	1	Aware	1	Aware	Never	No	3	Neutral	No
5/13/2021 9:49:04	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Woman	Man	United States	No	No	5	Considered good	5-10	About an hour a week	4	Common to most	5	3	Neutral	4	Not Aware	Every year	Yes	5	Made it easy	Yes
5/14/2021 10:10:18	Grad student	Academic (ECR)	Grad student	Full Prof	Social Sciences	Woman	Man	United Kingdom	No	Yes	4	Considered good	<5	Less than an hour a week	3		4	3	Neutral	2	Aware	Never	No	2	Made it difficult	No
5/14/2021 10:10:43	Grad student	Academic (ECR)	Grad student	Assistant Prof	Social Sciences	Woman	Woman	The Netherlands	Yes	Yes	5	Considered good	<5	More than two hours a week	4	Common to most	5	5	Not Aware	5	Not Aware	Every six months	Yes	5	Made it easy	Yes
5/14/2021 10:11:57	Assistant Prof	Academic (Non-ECR)	Grad student	Assistant Prof	Social Sciences	Woman	Woman	United States	No	No	3	Considered good	<5	About two hours a week	3		1	4	Not Aware	1	Aware	Never	No	2	Made it difficult	No
5/14/2021 10:13:11	Grad student	Academic (ECR)	Grad student	Full Prof	Physical Sciences	Man	Woman	Greece	Yes	No	3	Considered good	5-10	More than two hours a week	5	Common to most	3	4	Not Aware	3	Neutral	Once every few years	Yes	2	Made it difficult	No
5/14/2021 10:13:25	Postdoc	Academic (ECR)	Grad student	Full Prof	Life Sciences	Man	Man	United States	No	No	3	Considered good	5-10	About an hour a week	3		2	4	Not Aware	3	Neutral	Never	No	3	Neutral	No
5/14/2021 10:17:04	Grad student	Academic (ECR)	Grad student	Full Prof	Social Sciences	Man	Man	Canada	No	No	4	Considered good	5-10	About an hour a week	2	Specific to few	4	3	Neutral	4	Not Aware	Never	No	2	Made it difficult	No
5/14/2021 10:19:49	Grad student	Academic (ECR)	Grad student	Full Prof	Life Sciences	Man	Man	Togo	Yes	No	3	Considered good	<5	Less than an hour a week	2	Specific to few	5	2	Aware	2	Aware	Every year	Yes	3	Neutral	No
5/14/2021 10:21:16	Postdoc	Academic (ECR)	Grad student	Full Prof	Social Sciences	Woman	Man	United States	No	No	5	Considered good	<5	About an hour a week	2	Specific to few	5	2	Aware	1	Aware	Once every few years	Yes	5	Made it easy	No
5/14/2021 10:22:42	Assistant Prof	Academic (Non-ECR)	Grad student	Full Prof	Life Sciences	Man	Man	United States	No	No	2	Considered good	<5	About an hour a week	5	Common to most	3	5	Not Aware	3	Neutral	Never	No	1	Made it difficult	No
5/14/2021 10:25:15	Grad student	Academic (ECR)	Grad student	Assistant Prof	Life Sciences	Man	Man	Italy	Yes	No	4	Considered good	<5	About two hours a week	1	Specific to few	4	2	Aware	3	Neutral	Every six months	Yes	4	Made it easy	No
5/14/2021 10:27:00	Assistant Prof	Academic (Non-ECR)	Assistant Prof	Full Prof	Social Sciences	Woman	Man	United States	No	No	3	Considered good	10-15	Less than an hour a week	3		4	4	Not Aware	2	Aware	Never	No	1	Made it difficult	No
5/14/2021 10:43:36	Postdoc	Academic (ECR)	Grad student	Full Prof	Life Sciences	Man	Man	Germany	No	No	2	Considered good	5-10	About two hours a week	4	Common to most	3	5	Not Aware	3	Neutral	Never	No	1	Made it difficult	No
5/14/2021 11:09:45	Postdoc	Academic (ECR)	Postdoc	Full Prof	Life Sciences	Man	Man	United States	No	Yes	4	Considered good	5-10	About an hour a week	4	Common to most	5	3	Neutral	3	Neutral	Never	No	3	Neutral	No
